,unique_id,ds,y
65,store_1,2020-08-02 14:54:17.349333,1250.52428754732
66,store_1,2020-08-09 14:54:17.349333,1250.41470059307
67,store_1,2020-08-16 14:54:17.349333,1250.28331512927
68,store_1,2020-08-23 14:54:17.349333,1249.88278580927
69,store_1,2020-08-30 14:54:17.349333,1249.18905654257
70,store_1,2020-09-06 14:54:17.349333,1249.1662944133
71,store_1,2020-09-13 14:54:17.349333,1248.82279060501
72,store_1,2020-09-20 14:54:17.349333,1248.36518584751
73,store_1,2020-09-27 14:54:17.349333,1248.72968190614
74,store_1,2020-10-04 14:54:17.349333,1248.98198837175
75,store_1,2020-10-11 14:54:17.349333,1249.57611962772
76,store_1,2020-10-18 14:54:17.349333,1249.83853666143
77,store_1,2020-10-25 14:54:17.349333,1249.45364489271
78,store_1,2020-11-01 14:54:17.349333,1249.76276301025
79,store_1,2020-11-08 14:54:17.349333,1249.53696633179
80,store_1,2020-11-15 14:54:17.349333,1250.17645717477
81,store_1,2020-11-22 14:54:17.349333,1250.5260183766
82,store_1,2020-11-29 14:54:17.349333,1250.80887575684
83,store_1,2020-12-06 14:54:17.349333,1250.68319544555
84,store_1,2020-12-13 14:54:17.349333,1250.73931734942
85,store_1,2020-12-20 14:54:17.349333,1250.00695389444
86,store_1,2020-12-27 14:54:17.349333,1250.29917325198
87,store_1,2021-01-03 14:54:17.349333,1249.67796874306
88,store_1,2021-01-10 14:54:17.349333,1249.59240535173
89,store_1,2021-01-17 14:54:17.349333,1248.81686245326
90,store_1,2021-01-24 14:54:17.349333,1248.01040670921
91,store_1,2021-01-31 14:54:17.349333,1247.78899415417
92,store_1,2021-02-07 14:54:17.349333,1247.52355762474
93,store_1,2021-02-14 14:54:17.349333,1247.70870628086
94,store_1,2021-02-21 14:54:17.349333,1248.26534421355
95,store_1,2021-02-28 14:54:17.349333,1247.43376055643
96,store_1,2021-03-07 14:54:17.349333,1246.77544439147
97,store_1,2021-03-14 14:54:17.349333,1246.98016724322
98,store_1,2021-03-21 14:54:17.349333,1246.38711702873
99,store_1,2021-03-28 14:54:17.349333,1245.99647281552
100,store_1,2021-04-04 14:54:17.349333,1245.4838764216
101,store_1,2021-04-11 14:54:17.349333,1245.18017190301
102,store_1,2021-04-18 14:54:17.349333,1244.41858868495
103,store_1,2021-04-25 14:54:17.349333,1244.38194054344
104,store_1,2021-05-02 14:54:17.349333,1244.6650859561
105,store_1,2021-05-09 14:54:17.349333,1243.40689604385
106,store_1,2021-05-16 14:54:17.349333,1243.33361010514
107,store_1,2021-05-23 14:54:17.349333,1243.18597959443
108,store_1,2021-05-30 14:54:17.349333,1243.81143276046
109,store_1,2021-06-06 14:54:17.349333,1244.22286534069
110,store_1,2021-06-13 14:54:17.349333,1243.68937939805
111,store_1,2021-06-20 14:54:17.349333,1243.69533500272
112,store_1,2021-06-27 14:54:17.349333,1243.29769716749
113,store_1,2021-07-04 14:54:17.349333,1243.13638154819
114,store_1,2021-07-11 14:54:17.349333,1242.38377631771
115,store_1,2021-07-18 14:54:17.349333,1242.87201695302
116,store_1,2021-07-25 14:54:17.349333,1243.23198161363
117,store_1,2021-08-01 14:54:17.349333,1242.59224668166
118,store_1,2021-08-08 14:54:17.349333,1242.34488990857
119,store_1,2021-08-15 14:54:17.349333,1241.95769624254
120,store_1,2021-08-22 14:54:17.349333,1242.11066959394
121,store_1,2021-08-29 14:54:17.349333,1241.37547684729
122,store_1,2021-09-05 14:54:17.349333,1241.91520810937
123,store_1,2021-09-12 14:54:17.349333,1242.73158064189
124,store_1,2021-09-19 14:54:17.349333,1242.82112307917
125,store_1,2021-09-26 14:54:17.349333,1243.30565151267
126,store_1,2021-10-03 14:54:17.349333,1243.17287787412
127,store_1,2021-10-10 14:54:17.349333,1243.58639025677
128,store_1,2021-10-17 14:54:17.349333,1243.35625841131
129,store_1,2021-10-24 14:54:17.349333,1243.04987755403
130,store_1,2021-10-31 14:54:17.349333,1242.95312346271
131,store_1,2021-11-07 14:54:17.349333,1243.11728861622
132,store_1,2021-11-14 14:54:17.349333,1243.99363429596
133,store_1,2021-11-21 14:54:17.349333,1244.06728983288
134,store_1,2021-11-28 14:54:17.349333,1244.27553758953
135,store_1,2021-12-05 14:54:17.349333,1244.64608198174
136,store_1,2021-12-12 14:54:17.349333,1243.78417326474
137,store_1,2021-12-19 14:54:17.349333,1243.75828203476
138,store_1,2021-12-26 14:54:17.349333,1242.71483737425
139,store_1,2022-01-02 14:54:17.349333,1242.94032531434
140,store_1,2022-01-09 14:54:17.349333,1243.10864419266
141,store_1,2022-01-16 14:54:17.349333,1243.24739611335
142,store_1,2022-01-23 14:54:17.349333,1244.14441404763
143,store_1,2022-01-30 14:54:17.349333,1245.23033549232
144,store_1,2022-02-06 14:54:17.349333,1244.3216974393
145,store_1,2022-02-13 14:54:17.349333,1244.84722240274
146,store_1,2022-02-20 14:54:17.349333,1244.4912138582
147,store_1,2022-02-27 14:54:17.349333,1244.78145002057
148,store_1,2022-03-06 14:54:17.349333,1244.82652415466
149,store_1,2022-03-13 14:54:17.349333,1245.34324815194
150,store_1,2022-03-20 14:54:17.349333,1245.17965723475
151,store_1,2022-03-27 14:54:17.349333,1245.35835142636
152,store_1,2022-04-03 14:54:17.349333,1245.21885027778
153,store_1,2022-04-10 14:54:17.349333,1245.41106372391
154,store_1,2022-04-17 14:54:17.349333,1246.89825287224
155,store_1,2022-04-24 14:54:17.349333,1247.9206935608
156,store_1,2022-05-01 14:54:17.349333,1246.93147493468
157,store_1,2022-05-08 14:54:17.349333,1246.09655522425
158,store_1,2022-05-15 14:54:17.349333,1245.35769237514
159,store_1,2022-05-22 14:54:17.349333,1246.04896149482
160,store_1,2022-05-29 14:54:17.349333,1247.49456479592
161,store_1,2022-06-05 14:54:17.349333,1246.40395257694
162,store_1,2022-06-12 14:54:17.349333,1245.81908925893
163,store_1,2022-06-19 14:54:17.349333,1245.85273306289
164,store_1,2022-06-26 14:54:17.349333,1246.17983419899
165,store_1,2022-07-03 14:54:17.349333,1245.83695511415
166,store_1,2022-07-10 14:54:17.349333,1245.029125639
167,store_1,2022-07-17 14:54:17.349333,1244.00114470705
168,store_1,2022-07-24 14:54:17.349333,1245.17248640539
169,store_1,2022-07-31 14:54:17.349333,1245.65422073305
170,store_1,2022-08-07 14:54:17.349333,1245.59838113959
171,store_1,2022-08-14 14:54:17.349333,1246.14389795791
172,store_1,2022-08-21 14:54:17.349333,1246.49243112576
173,store_1,2022-08-28 14:54:17.349333,1247.09843567927
174,store_1,2022-09-04 14:54:17.349333,1247.14757143966
175,store_1,2022-09-11 14:54:17.349333,1248.23867184109
176,store_1,2022-09-18 14:54:17.349333,1249.02942763228
177,store_1,2022-09-25 14:54:17.349333,1249.20581521813
178,store_1,2022-10-02 14:54:17.349333,1249.03173961313
179,store_1,2022-10-09 14:54:17.349333,1249.44044963423
180,store_1,2022-10-16 14:54:17.349333,1249.26693852516
181,store_1,2022-10-23 14:54:17.349333,1250.00176126729
182,store_1,2022-10-30 14:54:17.349333,1249.3924490132
183,store_1,2022-11-06 14:54:17.349333,1247.60613358572
184,store_1,2022-11-13 14:54:17.349333,1247.48472073833
185,store_1,2022-11-20 14:54:17.349333,1246.7515630282
186,store_1,2022-11-27 14:54:17.349333,1247.03077390105
187,store_1,2022-12-04 14:54:17.349333,1247.21301831737
188,store_1,2022-12-11 14:54:17.349333,1246.90534488485
189,store_1,2022-12-18 14:54:17.349333,1245.82959905796
190,store_1,2022-12-25 14:54:17.349333,1245.61914727382
191,store_1,2023-01-01 14:54:17.349333,1245.22714039589
192,store_1,2023-01-08 14:54:17.349333,1245.58686896706
193,store_1,2023-01-15 14:54:17.349333,1246.47087790971
194,store_1,2023-01-22 14:54:17.349333,1246.72948281447
195,store_1,2023-01-29 14:54:17.349333,1247.10271407011
196,store_1,2023-02-05 14:54:17.349333,1247.4625009992
197,store_1,2023-02-12 14:54:17.349333,1248.00509980232
198,store_1,2023-02-19 14:54:17.349333,1246.86708189692
199,store_1,2023-02-26 14:54:17.349333,1246.87209388425
200,store_1,2023-03-05 14:54:17.349333,1246.94543600925
201,store_1,2023-03-12 14:54:17.349333,1247.94935429948
202,store_1,2023-03-19 14:54:17.349333,1248.81823418506
203,store_1,2023-03-26 14:54:17.349333,1249.7116604679
204,store_1,2023-04-02 14:54:17.349333,1249.99936086767
205,store_1,2023-04-09 14:54:17.349333,1250.59611732972
206,store_1,2023-04-16 14:54:17.349333,1248.70460761196
207,store_1,2023-04-23 14:54:17.349333,1247.90710401029
208,store_1,2023-04-30 14:54:17.349333,1248.02311291314
209,store_1,2023-05-07 14:54:17.349333,1247.97339116409
210,store_1,2023-05-14 14:54:17.349333,1247.85500812465
211,store_1,2023-05-21 14:54:17.349333,1248.04175383332
212,store_1,2023-05-28 14:54:17.349333,1247.17799227371
213,store_1,2023-06-04 14:54:17.349333,1246.46985064087
214,store_1,2023-06-11 14:54:17.349333,1247.20948647802
215,store_1,2023-06-18 14:54:17.349333,1246.90409452721
216,store_1,2023-06-25 14:54:17.349333,1247.41089325002
217,store_1,2023-07-02 14:54:17.349333,1247.91925228064
218,store_1,2023-07-09 14:54:17.349333,1248.67960983674
219,store_1,2023-07-16 14:54:17.349333,1247.08649662512
220,store_1,2023-07-23 14:54:17.349333,1246.25067588159
221,store_1,2023-07-30 14:54:17.349333,1245.23956458433
222,store_1,2023-08-06 14:54:17.349333,1245.32555364042
223,store_1,2023-08-13 14:54:17.349333,1244.7607957943
224,store_1,2023-08-20 14:54:17.349333,1244.80807395708
225,store_1,2023-08-27 14:54:17.349333,1244.03791844989
226,store_1,2023-09-03 14:54:17.349333,1243.34044443919
227,store_1,2023-09-10 14:54:17.349333,1243.27524399052
228,store_1,2023-09-17 14:54:17.349333,1242.86216841969
229,store_1,2023-09-24 14:54:17.349333,1242.50853178149
230,store_1,2023-10-01 14:54:17.349333,1242.96784734656
231,store_1,2023-10-08 14:54:17.349333,1241.97883900416
232,store_1,2023-10-15 14:54:17.349333,1241.5811883615
233,store_1,2023-10-22 14:54:17.349333,1242.46369976828
234,store_1,2023-10-29 14:54:17.349333,1242.47626679726
235,store_1,2023-11-05 14:54:17.349333,1241.98769741589
236,store_1,2023-11-12 14:54:17.349333,1241.39810085618
237,store_1,2023-11-19 14:54:17.349333,1240.72131852184
238,store_1,2023-11-26 14:54:17.349333,1240.55037067298
239,store_1,2023-12-03 14:54:17.349333,1240.7557171383
240,store_1,2023-12-10 14:54:17.349333,1240.75773892372
241,store_2,2019-05-05 14:54:17.349333,1250.0
242,store_2,2019-05-12 14:54:17.349333,1250.00041666667
243,store_2,2019-05-19 14:54:17.349333,1250.02737289487
244,store_2,2019-05-26 14:54:17.349333,1250.00836281458
245,store_2,2019-06-02 14:54:17.349333,1250.02496599899
246,store_2,2019-06-09 14:54:17.349333,1250.0625180669
247,store_2,2019-06-16 14:54:17.349333,1250.04158090089
248,store_2,2019-06-23 14:54:17.349333,1250.00744052027
249,store_2,2019-06-30 14:54:17.349333,1250.04386276278
250,store_2,2019-07-07 14:54:17.349333,1249.90881952958
251,store_2,2019-07-14 14:54:17.349333,1249.99599864101
252,store_2,2019-07-21 14:54:17.349333,1249.74303646566
253,store_2,2019-07-28 14:54:17.349333,1250.0962322299
254,store_2,2019-08-04 14:54:17.349333,1249.97322381667
255,store_2,2019-08-11 14:54:17.349333,1249.87581943569
256,store_2,2019-08-18 14:54:17.349333,1249.94062773485
257,store_2,2019-08-25 14:54:17.349333,1249.77764336799
258,store_2,2019-09-01 14:54:17.349333,1249.82734342576
259,store_2,2019-09-08 14:54:17.349333,1249.45733371662
260,store_2,2019-09-15 14:54:17.349333,1249.01274770996
261,store_2,2019-09-22 14:54:17.349333,1248.94196483933
262,store_2,2019-09-29 14:54:17.349333,1248.82091130823
263,store_2,2019-10-06 14:54:17.349333,1248.53860476412
264,store_2,2019-10-13 14:54:17.349333,1248.76075504394
265,store_2,2019-10-20 14:54:17.349333,1248.44433949501
266,store_2,2019-10-27 14:54:17.349333,1248.13851490115
267,store_2,2019-11-03 14:54:17.349333,1248.11932577421
268,store_2,2019-11-10 14:54:17.349333,1248.28513489258
269,store_2,2019-11-17 14:54:17.349333,1248.15815637894
270,store_2,2019-11-24 14:54:17.349333,1248.2373638856
271,store_2,2019-12-01 14:54:17.349333,1248.25338464797
272,store_2,2019-12-08 14:54:17.349333,1248.31404996778
273,store_2,2019-12-15 14:54:17.349333,1248.48464287716
274,store_2,2019-12-22 14:54:17.349333,1248.27590307589
275,store_2,2019-12-29 14:54:17.349333,1248.3869057237
276,store_2,2020-01-05 14:54:17.349333,1248.27448587462
277,store_2,2020-01-12 14:54:17.349333,1248.2545818047
278,store_2,2020-01-19 14:54:17.349333,1248.12761979599
279,store_2,2020-01-26 14:54:17.349333,1247.84587332023
280,store_2,2020-02-02 14:54:17.349333,1247.28965320741
281,store_2,2020-02-09 14:54:17.349333,1247.42343983802
282,store_2,2020-02-16 14:54:17.349333,1247.81592173413
283,store_2,2020-02-23 14:54:17.349333,1248.02264214461
284,store_2,2020-03-01 14:54:17.349333,1248.29162727521
285,store_2,2020-03-08 14:54:17.349333,1248.16065743035
286,store_2,2020-03-15 14:54:17.349333,1247.93323331868
287,store_2,2020-03-22 14:54:17.349333,1248.8255949535
288,store_2,2020-03-29 14:54:17.349333,1249.10386050417
289,store_2,2020-04-05 14:54:17.349333,1248.83063539172
290,store_2,2020-04-12 14:54:17.349333,1248.06555629444
291,store_2,2020-04-19 14:54:17.349333,1247.12337308443
292,store_2,2020-04-26 14:54:17.349333,1247.07865094871
293,store_2,2020-05-03 14:54:17.349333,1247.06642277805
294,store_2,2020-05-10 14:54:17.349333,1247.43002329936
295,store_2,2020-05-17 14:54:17.349333,1246.92732549829
296,store_2,2020-05-24 14:54:17.349333,1247.53506117034
297,store_2,2020-05-31 14:54:17.349333,1248.02433572541
298,store_2,2020-06-07 14:54:17.349333,1248.69078583442
299,store_2,2020-06-14 14:54:17.349333,1248.83531334618
300,store_2,2020-06-21 14:54:17.349333,1249.0567996629
301,store_2,2020-06-28 14:54:17.349333,1249.51067603536
302,store_2,2020-07-05 14:54:17.349333,1248.99502931055
303,store_2,2020-07-12 14:54:17.349333,1248.89535426013
304,store_2,2020-07-19 14:54:17.349333,1249.21706682186
305,store_2,2020-07-26 14:54:17.349333,1249.13416449525
306,store_2,2020-08-02 14:54:17.349333,1248.72075168556
307,store_2,2020-08-09 14:54:17.349333,1248.52150251646
308,store_2,2020-08-16 14:54:17.349333,1248.12996558898
309,store_2,2020-08-23 14:54:17.349333,1248.99849838316
310,store_2,2020-08-30 14:54:17.349333,1248.88153790031
311,store_2,2020-09-06 14:54:17.349333,1248.60959510876
312,store_2,2020-09-13 14:54:17.349333,1248.83117937183
313,store_2,2020-09-20 14:54:17.349333,1249.64950937528
314,store_2,2020-09-27 14:54:17.349333,1249.82725334152
315,store_2,2020-10-04 14:54:17.349333,1250.26676474518
316,store_2,2020-10-11 14:54:17.349333,1250.75772473562
317,store_2,2020-10-18 14:54:17.349333,1250.82221593974
318,store_2,2020-10-25 14:54:17.349333,1250.75263032485
319,store_2,2020-11-01 14:54:17.349333,1251.11126469843
320,store_2,2020-11-08 14:54:17.349333,1250.8333994355
321,store_2,2020-11-15 14:54:17.349333,1250.42810530829
322,store_2,2020-11-22 14:54:17.349333,1250.33867224988
323,store_2,2020-11-29 14:54:17.349333,1250.99081758441
324,store_2,2020-12-06 14:54:17.349333,1251.56373423149
325,store_2,2020-12-13 14:54:17.349333,1251.66747828841
326,store_2,2020-12-20 14:54:17.349333,1251.0769833727
327,store_2,2020-12-27 14:54:17.349333,1250.62259517442
328,store_2,2021-01-03 14:54:17.349333,1251.02864567868
329,store_2,2021-01-10 14:54:17.349333,1250.85746088719
330,store_2,2021-01-17 14:54:17.349333,1250.99182925619
331,store_2,2021-01-24 14:54:17.349333,1251.24250742859
332,store_2,2021-01-31 14:54:17.349333,1250.790081593
333,store_2,2021-02-07 14:54:17.349333,1251.89871325668
334,store_2,2021-02-14 14:54:17.349333,1251.42737744691
335,store_2,2021-02-21 14:54:17.349333,1251.85470532864
336,store_2,2021-02-28 14:54:17.349333,1252.91337332159
337,store_2,2021-03-07 14:54:17.349333,1252.9608330847
338,store_2,2021-03-14 14:54:17.349333,1253.87082965772
339,store_2,2021-03-21 14:54:17.349333,1253.89569898757
340,store_2,2021-03-28 14:54:17.349333,1254.38442052509
341,store_2,2021-04-04 14:54:17.349333,1253.93176003728
342,store_2,2021-04-11 14:54:17.349333,1253.33479986695
343,store_2,2021-04-18 14:54:17.349333,1253.37859115631
344,store_2,2021-04-25 14:54:17.349333,1254.14611887755
345,store_2,2021-05-02 14:54:17.349333,1253.87012478539
346,store_2,2021-05-09 14:54:17.349333,1253.83484666599
347,store_2,2021-05-16 14:54:17.349333,1255.69124518125
348,store_2,2021-05-23 14:54:17.349333,1254.85315473063
349,store_2,2021-05-30 14:54:17.349333,1254.02330332191
350,store_2,2021-06-06 14:54:17.349333,1254.52084277642
351,store_2,2021-06-13 14:54:17.349333,1255.15048515307
352,store_2,2021-06-20 14:54:17.349333,1255.93599376902
353,store_2,2021-06-27 14:54:17.349333,1256.31619565853
354,store_2,2021-07-04 14:54:17.349333,1255.66744588615
355,store_2,2021-07-11 14:54:17.349333,1255.41986514057
356,store_2,2021-07-18 14:54:17.349333,1255.15194793667
357,store_2,2021-07-25 14:54:17.349333,1256.14774476099
358,store_2,2021-08-01 14:54:17.349333,1255.51930322527
359,store_2,2021-08-08 14:54:17.349333,1255.32509986876
360,store_2,2021-08-15 14:54:17.349333,1254.51107283378
361,store_2,2021-08-22 14:54:17.349333,1254.5355112431
362,store_2,2021-08-29 14:54:17.349333,1255.09510905127
363,store_2,2021-09-05 14:54:17.349333,1255.28988941903
364,store_2,2021-09-12 14:54:17.349333,1255.32189242159
365,store_2,2021-09-19 14:54:17.349333,1255.98153242793
366,store_2,2021-09-26 14:54:17.349333,1256.52468888524
367,store_2,2021-10-03 14:54:17.349333,1256.79277965008
368,store_2,2021-10-10 14:54:17.349333,1256.65619523645
369,store_2,2021-10-17 14:54:17.349333,1257.71041632718
370,store_2,2021-10-24 14:54:17.349333,1257.13781937446
371,store_2,2021-10-31 14:54:17.349333,1256.7422971097
372,store_2,2021-11-07 14:54:17.349333,1255.87630566923
373,store_2,2021-11-14 14:54:17.349333,1255.93777591566
374,store_2,2021-11-21 14:54:17.349333,1255.58292908751
375,store_2,2021-11-28 14:54:17.349333,1255.25680642201
376,store_2,2021-12-05 14:54:17.349333,1255.90327272215
377,store_2,2021-12-12 14:54:17.349333,1255.91947237098
378,store_2,2021-12-19 14:54:17.349333,1256.10562799428
379,store_2,2021-12-26 14:54:17.349333,1256.37976491605
380,store_2,2022-01-02 14:54:17.349333,1257.57706193113
381,store_2,2022-01-09 14:54:17.349333,1257.70759332467
382,store_2,2022-01-16 14:54:17.349333,1258.30596319033
383,store_2,2022-01-23 14:54:17.349333,1257.99309181293
384,store_2,2022-01-30 14:54:17.349333,1258.42537412712
385,store_2,2022-02-06 14:54:17.349333,1258.78089640628
386,store_2,2022-02-13 14:54:17.349333,1259.89704089291
387,store_2,2022-02-20 14:54:17.349333,1259.62365423864
388,store_2,2022-02-27 14:54:17.349333,1260.21236720154
389,store_2,2022-03-06 14:54:17.349333,1260.11997581211
390,store_2,2022-03-13 14:54:17.349333,1260.18534729143
391,store_2,2022-03-20 14:54:17.349333,1259.98219489512
392,store_2,2022-03-27 14:54:17.349333,1259.40857384255
393,store_2,2022-04-03 14:54:17.349333,1259.13361577075
394,store_2,2022-04-10 14:54:17.349333,1258.24174856821
395,store_2,2022-04-17 14:54:17.349333,1259.06024454033
396,store_2,2022-04-24 14:54:17.349333,1258.38251062143
397,store_2,2022-05-01 14:54:17.349333,1259.62215519567
398,store_2,2022-05-08 14:54:17.349333,1259.69220414139
399,store_2,2022-05-15 14:54:17.349333,1258.99049273415
400,store_2,2022-05-22 14:54:17.349333,1258.50243350334
401,store_2,2022-05-29 14:54:17.349333,1259.49048941229
402,store_2,2022-06-05 14:54:17.349333,1258.93896175277
403,store_2,2022-06-12 14:54:17.349333,1258.55929315271
404,store_2,2022-06-19 14:54:17.349333,1258.95552178378
405,store_2,2022-06-26 14:54:17.349333,1258.2158143564
406,store_2,2022-07-03 14:54:17.349333,1258.4938123019
407,store_2,2022-07-10 14:54:17.349333,1258.22234930982
408,store_2,2022-07-17 14:54:17.349333,1258.44022017614
409,store_2,2022-07-24 14:54:17.349333,1258.40836585915
410,store_2,2022-07-31 14:54:17.349333,1258.84667644829
411,store_2,2022-08-07 14:54:17.349333,1259.5287898443
412,store_2,2022-08-14 14:54:17.349333,1259.60550137522
413,store_2,2022-08-21 14:54:17.349333,1259.82900001668
414,store_2,2022-08-28 14:54:17.349333,1260.07357296281
415,store_2,2022-09-04 14:54:17.349333,1260.54014842247
416,store_2,2022-09-11 14:54:17.349333,1260.55498139267
417,store_2,2022-09-18 14:54:17.349333,1260.21129059647
418,store_2,2022-09-25 14:54:17.349333,1259.92634514001
419,store_2,2022-10-02 14:54:17.349333,1259.4856743709
420,store_2,2022-10-09 14:54:17.349333,1259.4148738017
421,store_2,2022-10-16 14:54:17.349333,1259.49642862006
422,store_2,2022-10-23 14:54:17.349333,1259.31808950946
423,store_2,2022-10-30 14:54:17.349333,1259.38800190853
424,store_2,2022-11-06 14:54:17.349333,1259.69566776523
425,store_2,2022-11-13 14:54:17.349333,1260.95603306157
426,store_2,2022-11-20 14:54:17.349333,1260.55062169015
427,store_2,2022-11-27 14:54:17.349333,1260.56247255014
428,store_2,2022-12-04 14:54:17.349333,1260.43531827373
429,store_2,2022-12-11 14:54:17.349333,1259.73896709968
430,store_2,2022-12-18 14:54:17.349333,1259.43438656433
431,store_2,2022-12-25 14:54:17.349333,1259.69890168576
432,store_2,2023-01-01 14:54:17.349333,1259.59325785259
433,store_2,2023-01-08 14:54:17.349333,1259.29903337619
434,store_2,2023-01-15 14:54:17.349333,1259.4296212614
435,store_2,2023-01-22 14:54:17.349333,1259.53393500588
436,store_2,2023-01-29 14:54:17.349333,1260.37883414396
437,store_2,2023-02-05 14:54:17.349333,1259.57909496117
438,store_2,2023-02-12 14:54:17.349333,1259.90916841386
439,store_2,2023-02-19 14:54:17.349333,1259.50182365806
440,store_2,2023-02-26 14:54:17.349333,1260.96787286724
441,store_2,2023-03-05 14:54:17.349333,1261.71545447051
442,store_2,2023-03-12 14:54:17.349333,1261.46849376563
443,store_2,2023-03-19 14:54:17.349333,1262.0186840717
444,store_2,2023-03-26 14:54:17.349333,1262.16913610738
445,store_2,2023-04-02 14:54:17.349333,1261.67131198064
446,store_2,2023-04-09 14:54:17.349333,1261.11967098374
447,store_2,2023-04-16 14:54:17.349333,1260.23792951284
448,store_2,2023-04-23 14:54:17.349333,1261.19847987581
449,store_2,2023-04-30 14:54:17.349333,1260.7410601332
450,store_2,2023-05-07 14:54:17.349333,1261.16275201949
451,store_2,2023-05-14 14:54:17.349333,1260.59214270448
452,store_2,2023-05-21 14:54:17.349333,1260.2745164875
453,store_2,2023-05-28 14:54:17.349333,1260.00985683593
454,store_2,2023-06-04 14:54:17.349333,1259.47357289023
455,store_2,2023-06-11 14:54:17.349333,1260.94993710837
456,store_2,2023-06-18 14:54:17.349333,1259.33254944252
457,store_2,2023-06-25 14:54:17.349333,1259.4730377017
458,store_2,2023-07-02 14:54:17.349333,1258.38756665868
459,store_2,2023-07-09 14:54:17.349333,1258.3740014778
460,store_2,2023-07-16 14:54:17.349333,1258.78675133349
461,store_2,2023-07-23 14:54:17.349333,1259.04488051028
462,store_2,2023-07-30 14:54:17.349333,1258.79185632645
463,store_2,2023-08-06 14:54:17.349333,1258.45541295186
464,store_2,2023-08-13 14:54:17.349333,1258.31480570997
465,store_2,2023-08-20 14:54:17.349333,1256.69807542648
